actual_value,predicted_value
4.526,3.9625998975359122
3.585,3.893311026675636
3.521,3.510730877381662
3.413,2.8344909783042445
3.422,2.0834297706348632
2.697,2.1671316221150345
2.992,1.9918341163987776
2.414,1.7631894956892393
2.267,1.326626499519168
2.611,1.9914779598445167
2.815,1.804792363208668
2.418,1.8165747895275726
2.135,1.746798370555109
1.913,1.5996382994755483
1.592,1.2596115559390246
1.4,1.3606292603894152
1.525,1.6297637363996837
1.555,1.3615492739244037
1.587,1.2960164676539527
1.629,1.5604972668201635
1.475,1.047893821405894
1.598,1.1829944715524663
1.139,1.1834578718883144
0.997,1.3798536959353165
1.326,1.5506761913714184
1.075,1.488646724092216
0.938,1.5038019705326724
1.055,1.2166462519203431
1.089,1.1469120840526332
1.32,1.1871420477632113
1.223,1.2716844143817085
1.152,1.2784358845938266
1.104,1.211898800791859
1.049,1.0450501121558353
1.097,1.5973233676664185
0.972,1.0974225787773513
1.045,0.9216380912609093
1.039,1.0576300807555432
1.914,1.927036167945606
1.76,1.5358097361784966
1.554,1.342229140439762
1.5,1.0124191462368533
1.188,0.9078883319930168
1.888,2.1364797060088363
1.844,1.7325948052617584
1.823,1.5901684728330623
1.425,1.3217918016184231
1.375,1.1993037061331606
1.875,0.8757753271713757
1.125,1.214408093221469
1.719,0.857377115648346
0.938,1.0901675136606317
0.975,0.8987991429661745
1.042,0.9795918933612383
0.875,1.1461747159311728
0.831,1.0654749842996638
0.875,1.103478918911986
0.853,0.8090082549130797
0.803,0.9696973020090409
0.6,1.5654114217466861
0.757,1.8936798456164607
0.75,3.0439719253771624
0.861,0.8515555807235866
0.761,0.9694739024257053
0.735,1.5610474124625038
0.784,0.962283604079703
0.844,0.8068366016261695
0.813,1.5604847321088597
0.85,1.2549303493814508
1.292,0.8500447121576746
0.825,1.2201247581879127
0.952,0.7805349636468696
0.75,1.2040307925650935
0.675,0.7084856012810097
1.375,1.5199734523390223
1.775,0.8572967760350064
1.021,1.4788683054143656
1.083,0.9348632650316446
1.125,0.7966798151315535
1.313,1.322457326659363
1.625,1.10308294202065
1.125,0.9761436206870017
1.125,1.1219425080276821
1.375,0.820523966310559
1.188,1.234927737801195
0.982,1.4857754468099487
1.188,0.88266818682248
1.625,0.7949482540990342
1.375,0.8954522154794882
5.00001,1.0032161823125159
1.625,1.344460040690958
1.375,0.8301690622209741
1.625,0.8030839360337328
1.875,1.5721595110107478
1.792,1.2227961200695618
1.3,1.2323744167582886
1.838,1.6172032706291146
1.25,1.3238092122877643
1.7,0.9443429910151991
1.931,1.529943693383623
2.578,1.466326808347673
2.734,1.7632400338686414
2.375,1.7874829504703118
3.5,1.5437668460925804
3.357,1.6020594605090863
3.134,2.535625914958409
2.685,1.8400056212845675
2.594,1.7969115567410043
2.757,2.0810054960035984
2.25,2.0811516035921507
2.625,2.6033523497489677
2.185,1.5449183500471122
2.55,1.706813909614836
2.241,1.7811369029222488
2.431,1.9249546308856826
2.316,1.7918508338267203
2.185,1.4317742256002435
2.341,1.7322955316935222
3.276,2.9130842231898315
3.476,2.6719900771958107
3.661,2.9583022663097287
3.35,2.563093899318042
3.736,3.113301967307845
3.895,2.622546544126266
3.911,3.490967344653301
3.373,2.7138294865171146
2.952,3.5978612292855097
2.923,2.9696358416092927
4.115,3.6030608312936723
3.115,3.0040869786608067
3.259,3.408700254359973
3.926,5.324577112139093
3.193,3.5910143500369536
3.333,3.328359054203519
3.352,3.909059444572153
3.512,3.987434839450514
3.689,3.338286903876969
3.659,3.950414566893872
3.667,3.4133450227652697
3.628,3.1011983496394455
4.833,3.152421556762875
3.314,3.41871808168457
3.235,3.2976184040246688
2.167,1.6648386016976324
2.331,1.752404969667075
2.964,2.6693675515078525
2.737,3.1953763327193077
2.277,1.8245602159640677
1.996,1.7280709661512763
2.398,2.356988022127144
2.701,2.173456098277277
3.021,2.6992880583797034
2.695,1.7907644900898119
3.147,2.46845423974137
3.901,3.871381323155853
4.103,4.1769708495377005
3.524,3.3327836138541467
2.873,2.9960855538132805
3.487,3.60491493230663
2.438,1.6134454724860927
2.115,1.4009749757288825
2.184,1.7183633113345345
2.699,1.999551533372352
2.188,1.8000103096252156
2.25,1.6697397977892263
2.5,1.3486141243919216
1.714,1.13487528933222
1.938,1.0356597496796678
1.25,1.426194917666283
0.975,1.191803164267535
1.25,1.5785399140293177
1.388,1.3727080332083195
1.167,1.3765890368644536
1.518,1.1340294743871004
1.27,1.4211367488820277
1.286,1.3614951860265068
1.406,1.3541233308720844
1.827,1.5565214645927168
1.469,1.465623606325959
1.228,1.6905555529728666
1.693,1.5039190204047332
1.266,1.289522126562546
1.279,1.260738229762099
1.235,1.3985724104435233
1.119,1.468367900254855
1.128,1.2821330827550659
1.079,1.6731611990883488
1.375,1.2524286436247218
1.055,1.3541528148969888
0.955,1.3416905281212967
1.161,1.8843313686028602
1.122,1.3979117079528394
0.75,1.367911707029358
1.125,1.150751733308733
1.25,1.9834228262133544
1.15,1.1511365261115067
0.95,1.1681554668943899
0.964,1.5487244725550555
0.72,1.5482345922995486
0.713,1.5839111840400786
0.808,1.7292562242959508
1.288,1.0702464047568718
1.125,1.2572812357500638
1.194,1.0848633668535455
1.181,1.0801174686439812
1.225,1.3002241692112924
